Text,Sentiment
tried to play it but the game is just badly written fan fiction max is completely out of character her whole from the first game is i had to the spoilers before i playing and turns out this is a complete waste of time that any life is strange fan should never touch this is marvel avengers now with just as bad in this game nothing gets resolved the final choice changes absolutely nothing this was to sell the next game avoid tried to to play play it it but but the the game game is is just badly written fan fiction max is out of of character from the the first first game game is i had had to before i this is is a a complete of time life is is strange this is in this this game the final final choice this was the next next game,negative
the marketing for this game was very around chloe i wanted to stay but the lack of for all of us that chose bae ending is really you 're the relationship that most of us have for years other then the lack of chloe the game is ok fine if you chose bay ending from first the writing is awful its like they forgot that max went through got her own dark room too and can go down there and without any trauma after what happened to her in one the writing and character are just so bad please give back to dontnod please the marketing for this this game game was was very chloe i i wanted wanted to but the the lack lack of for all all of of us bae ending ending is is really you 're relationship that most of of us then the the lack lack of of chloe chloe the the game game is if you you chose bay ending the writing writing is like they that max her own what happened happened to to her her in in one one the the writing writing and are just just so so bad back to,negative
max please rewind time and tell my past self not to buy this game rewind time time and not to buy this this game,negative
the game is boring the narrative is weak and barely makes sense the game game is the narrative,negative
it to give this a it really does the first life is strange was in a and is still one of my favourite games ever start with the positives the have done a great job it 's great to hear hannah telle as max again the rest of the cast was very good too the first three episodes are pretty good the story sets itself up to be an intriguing and kept me wanting to play more until it all went downhill with the two episodes which felt rushed pointless and an ending that left me feeling nothing no no i was just there thinking `` '' oh it okay '' the atmosphere and soundtrack graphics and the feel to it are great a photo mode is missed but this game does look and sound pretty it definitely `` '' feels '' '' like a lis game for the first few episodes now to the negatives there is no emotional weight to anything i do n't need to have my soul again by a but this story and it 's characters do nothing to actually make me care about the story with loose ends and compared to the earlier mentioned first game which had a great and finish to its story this just left me feel nothing your choices do n't matter at all way too much time and was into wanting to make this a avengers kind of thing that absolutely nobody wants to have from a technical this game is a mess visual glitches my is old yes but like and others run as on max this one is far off i wanted to like this game i actually did for some time regardless of the technical issues but i sadly just ca n't the direction the whole story has i do n't want a avengers to give give this this a it really the first first life life is is strange strange was in a and is is still one of of my with the positives the a great great job it 's 's great hannah telle as max max again the rest rest of of the the cast was very very good the first first three three episodes episodes are are pretty pretty good good the the story up to to be be an wanting to to play until it it all with the two episodes felt rushed and an an ending ending that left me me feeling i was was just `` '' '' the graphics and and the a photo photo mode but this this game game does `` '' '' '' like a a lis lis game game for for the the first first few to the there is is no i do do n't n't need need to to have by a but this this story story and and it it 's nothing to care about about the the story loose ends compared to to the the earlier first game game which had a a great to its this just just left left me your choices choices do do n't n't matter at all way too too much time and wanting to to make make this this a kind of thing that wants to to have from a this game game is is a on max this one one is i wanted wanted to to like like this this game game i for some regardless of of the technical issues issues but but i ca n't the whole i do do n't n't want want a,negative
so here i am doing something i never thought i would do giving a negative review on a life is strange game some spoilers now to explain why this is a big deal for me i this franchise i have combined hours on all games now including this one and replay lis and lis on a i like even the true colors and to a before the storm and am even comics and other media because this franchise really did speak to me and yet here i am and i do believe that not only i am not this game ever i might myself to perhaps watching the next one on or maybe it once it is on like from a person who used to these i was the one for deck on etc their as one of the few that enjoyed true colors but it is not obvious that it was kind of they have no idea what the fans want what made the franchise special and what to so many the choices are bland and the soundtrack is not special at all something that all games very well so far the characters are of no to a where sometimes feel like rather than actual interesting worth exploring but most if you are of the and of the original do not touch it be i was myself to play this game after about minutes in deck resolved one of the if not the most out text a text nothing more nothing less their to the story is the same as if there was a sequel to of the in which we find out through an off that was actually an f up and let 's focus on a different story instead of power if you will just i am truly sorry to say this and i hope that perhaps someone in the writing this all the others ones who had no decisions in the creative you did a great job with what you had been given truly you are that decided that this is the way to handle this at least for me you had killed a towards a franchise that for nearly a decade hope you are of over so here here i i am something i i would would do on a a life life is is strange strange game this is is a a big big deal for me me i this franchise franchise i i have this one lis and on a i like even the true colors colors and to a before the the storm storm and and other because this this franchise to me and yet here i i am and i i do believe that that not not only i am am not this game the next it is from a a person person who i was was the the one one of of the the few true colors but it it is is not that it it was kind of they have have no no idea what the the fans made the the franchise and what so many the choices bland and is not at all something that that all so far far the the characters characters are to a feel like rather than if you you are of the the original do not i was to play play this this game one of of the not the the most a text nothing more to the the story story is is the the same as if if there there was was a a sequel sequel to of the in which up and and let let 's on a a different if you you will i am to say say this and i i hope hope that in the the writing all the the others had no in the you did did a a great great job with what what you you had had been you are that this this is is the the way way to to handle at least for me you had a decade you are,negative
i really wish i could give a review positives the game is really pretty the music is good hannah telle voice did an amazing job the characters have personality and i really like moses had many `` '' what is '' '' moments chapter negatives there are so many lines from lis like there are so many old voice lines which for me feels like a in your face they max and personality just for the sake of fan drama they suddenly up did n't the devs read their own comics max out an city to chloe they are meant for each other even they do n't respect the bae ending even though it 's canon in lis a cat dlc which about € the content you get is find the cat cat on pet the cat cat ending it 's not even minutes of content there are even achievements for the cat dlc which literally means they put a € behind achievements the sequel bait in the end is terrible `` '' max will return `` '' stop max and chloe deck nine honestly the game would be so much better with a new just create a new cast it 's fine but do n't already existing characters it 's a good game if you do n't care about the endings and max relationship i guess but just order lost records bloom rage it 's the og i really wish i i could positives the the game game is is really the music music is is good good hannah hannah telle the characters characters have i really really like `` '' what is '' '' there are are so so many from lis there are are so so many for me feels like like a max and just for for the did n't the devs their own they are each other they do do n't respect the the bae bae ending even though it 's in lis a cat cat dlc you get find the the cat the cat ending it it 's 's not not even minutes of there are for the the cat cat dlc the sequel in the the end `` '' '' max will return `` '' max and and chloe deck nine the game game would would be so much with a a new create a a new it 's do n't characters it it 's 's a a good good game game if if you you do do n't n't care care about about the the endings i guess lost records records bloom bloom rage it 's 's the the og,negative
de forma did not respect bae decision instead of and a decision that of players made the devs just decided that bae was the evil and wrong decision without even thinking about what the original game was about what max 's character is really through and why max even would consider the bay i enjoyed before the storm despite some weird decisions behind it i enjoyed true colours however with this deck nine has that they do n't care about the original life is strange games its not their so why would they instead they go around the studio talking about what is the least ending and how to people who chose the `` '' wrong '' '' ending this will be my last life is strange game i 'll ever play or buy dont nod is lost records next year and unlike deck nine dont nod will actually respect your decisions in a decision based game do better deck nine good job off of your potential real decision next lis game will it after all every action has consequences did not not respect instead of made the the devs was the about what what the the original original game game was about what max 's character is is really and why why max the bay i enjoyed before the the storm it i i enjoyed true colours with this deck nine nine has that they they do do n't n't care care about about the the original original life life is is strange strange games so why the studio about what what is is the the least ending and and how how to people who who chose the `` `` '' '' '' '' ending will be life is is strange strange game game i i 'll dont nod lost records deck nine dont nod in a game do deck nine off of of your lis game game will,negative
are you new here you have no clue who chloe price is good the start of the game will be weird but you should enjoy the rest oh you know who chloe is oh who she was yes yes of course you should be fine as well enjoy you 're one of those people who spent a amount of time and the alive in the first game i thought we got rid of you all oh you still want to play this game sure sure please come in right on the over there i 'll just attached those around you and now you 're ready for this long simulator from what is available in those first two chapters if you are a fan of chloe price stay away if you do n't care for her or if she already left than i guess you wo n't mind after early access chapter to so this as canon was my only way to continue having max as a a bit it was just a continuation of my previous tho the story might not be that great but i would have been happy with it if they had n't done what they did to chloe and max the extra are not worth it for the few moments of cat content and they really need to fix the light problem they have i guess i 'll still have life is strange around in my head but it will be by this experience are you you have have no chloe price price is is good good the of the the game game will will be but you you should the rest you know chloe is she was of course you should as well you 're one of of those people who amount of of time time and in the the first first game game i i thought we got rid of you all want to to play play this this game on the i 'll and now you 're for this from what what is first two two chapters if you you are are a a fan fan of of chloe chloe price if you you do do n't n't care for her if she than i i guess you wo wo n't early access only way way to to continue as a a bit it was was just just a a continuation of my the story not be but i i would would have have been with it if they they had had n't what they they did to chloe chloe and and max max the are not not worth worth it it for for the the few cat content and they they really need to they have i guess i 'll life is is strange in my but it it will will be by this,negative
finished the game and i 'm really disappointed i 'll st say if you want this game then just buy the version the outfits are just versions of the base outfits and the `` '' cat '' '' they kept talking about has at most minutes worth of content the game starts strong with episodes both being really good episode and were decent too but episode was painfully and a really bad end to this narrative the game also has glitches such as not as they should such as an being open when its meant to be locked and doors being out of place this game also had worse performance than all the other lis games and i had issues of loading in very a lot of people seem to that this is a good game but not a good life is strange due to its focus on supernatural elements and trying to create a story that will games while moving away from elements that made the life is strange series feel special to a lot of fans i think it as both but if you do want a game more focused on the more supernatural elements of the series then you might enjoy this on sale finished the the game game and and i i 'm i 'll if you you want this game buy the outfits are are just versions of of the and the the `` `` '' '' '' the game episode and and a really bad end to to this narrative the the game as they they should as an meant to to be out of of place this game also had all the the other lis games games and and i i had a lot lot of of people seem to that this this is is a a good good game game but but not not a a good life is is strange due to to its trying to to create create a story that that will away from that made made the the life life is is strange to a a lot lot of i think but if if you you do want a a game on the elements of of the the series then you on sale,negative
i think i 'm going through the same fans felt about the sequel cause what the ♥♥♥♥ i think i 'm going through through the the same about the the sequel what the the ♥♥♥♥,negative
it ’ s hard to say much without the other chapters so far the game is enjoyable and i love to see max all grown up but still a saying “ ” little and such she seemingly true to her character from the first game and honestly that ’ s all anyone can ask for when it comes to a returning character i saw quite a few bugs especially if you go back to your checkpoint the characters bug out a lot i guess deck nine really didn ’ t for such even when it ’ s a very option and an option in general as well if you use the skip certain parts option it bugs the characters and environment out a lot as well which to a moment where max was her hand against something when you had to que e to essentially make it which timeline it was in when it comes to the romance options i ’ m not a big fan of how minutes in or so you ’ re met with amanda who you immediately have to pick if you ’ re going to romance her or not we have no idea that if you pick her as a friend at first if you ’ ll be able to into romance again once the other chapters are out i ’ d like to have known her a bit more in the story before being given the choice of having a on her especially when it takes max to vinh and in general be flirty with him it feels like amanda is at you more since we ’ ve only heavily seen max with a girl before being chloe it ’ s as if they want you to just she ’ s your only option i don ’ t really like vinh ’ s character so far seeing as he still is a bit flirty with max even when you him again and again “ with your is sexy be sexy max ” yeah no i ’ m good he ’ s also not really as a romanceable option unless you at the achievements i hope he doesn ’ t just stay this character the whole way through another thing with vinh is that he ’ s a romanceable character even though he ’ s one of the behind safi ’ s murder case it feels a bit off that if it does end up being him even though it is it will be quite a to romance him and get doesn ’ t even make sense to have vinh as a romanceable character in general when he ’ s a now the bae or bay ending is something i had no idea how deck nine was going to handle i sadly have to say that it was done very poorly with no to the fans no to the comics before the storm and the whole franchise in general how chloe and max break up if you choose the bae ending is something that feels so out of character for chloe chloe ’ s were to max in before the storm saying things about how much she missed max and she never gave up on her during the first life is strange game we see how the two of them have their and here and there but they together whether or not i genuinely see them as that even though chloe is to die max is not to let that happen and chloe that in the comics the whole of and everyone else comes up and chloe doesn ’ t max in the slightest she says “ i you i couldn ’ t hear her but i could hear you you couldn ’ t have max there was no right or wrong choice and i ’ m through feeling like i ’ t of your decision i ’ m sorry if i made it on you ” as well “ max i ’ m going to to you what you said to me so many times when we first left we don ’ t know we can not know for sure that we caused the storm we know some crazy ♥♥♥♥ happened we know that you ’ t let that crazy ♥♥♥♥ happen again we know that i am here we know that there was a storm that ’ s it you can ’ t it all i can ’ t to believe that our lives can cause on this level the thought now ” with all of this it just feels so wrong that chloe would go back on everything go back on max i feel like deck nine didn ’ t know what to do with chloe at all so they felt this was the only option if this was all they could think of then maybe a new game with max isn ’ t what we should ’ ve if they wanted to away from chloe and the bae ending i ’ ll stop now and say i hope the game past chapter i enjoyed the small bit of cat content we got in chapter and i ’ m looking forward to seeing more of my cat for now i ’ ll have to give double exposure a negative until we see more this game has potential for a crazy story i just hope deck nine doesn ’ t mess it up more it ’ ’ s s hard hard to to say the other so far far the the game game is and i i love to see see max grown up to her her character from the the first first game game and and honestly that ’ ’ s when it to a i saw quite a a few if you go back back to to your the characters out a a lot i guess deck nine didn ’ ’ t even when when it it ’ ’ s s a a very and an an option in general as well if you the characters characters and out a a lot as well to a a moment where max max was when you you had had to make it it was was in when it to the the romance romance options i ’ ’ m not a a big fan of you ’ ’ re have to if you you ’ ’ re going to to romance or not we have have no no idea that if if you her as as a a friend at first if you you ’ ’ ll be able able to the other chapters are i ’ ’ d like to to have a bit in the the story given the the choice choice of on her when it it takes vinh and and in in general it feels feels like we ’ ’ ve with a it ’ ’ s as if if they they want you to to just she ’ ’ s i don don ’ ’ t t really really like ’ s so far as he is a a bit with max even when when you again and with your no i i ’ ’ m he ’ ’ s s also not really as a a romanceable unless you at the the achievements i hope doesn ’ ’ t character the the whole is that he ’ ’ s s a a romanceable even though he ’ ’ s one of of the safi ’ ’ s it feels a bit that if if it it does end up even though it is it will will be quite a to romance him and doesn ’ ’ t t even make sense to have as a a romanceable character in in general he ’ ’ s s a the bae bay ending ending is is something something i i had had no no idea deck nine was going going to to handle have to to say say that that it it was with no to the the fans to the the comics before the the storm storm and and the the whole in general chloe and and max break up if you you choose choose the the bae bae ending ending is is something something that that feels feels so so out out of of character character for for chloe chloe ’ ’ s to max max in in before before the the storm things about how much max and she never up on on her the first first life life is is strange strange game we see see how how the the two two of of them and there or not see them that even even though chloe is to die max is is not and chloe in the the comics the whole and everyone everyone else up and and chloe doesn ’ ’ t max in in the the slightest couldn ’ ’ t but i i could couldn ’ ’ t t have there was was no and i i ’ ’ m feeling like like i ’ t of your i ’ ’ m if i i made made it as well “ max max i i ’ ’ m going to to you what you to me so many many times when we don ’ ’ t we can can not that we the storm we know we know know that that you ’ t we know know that that i i am here we we know know that that there there was was a a storm that ’ ’ s you can can ’ ’ t it all all i i can can ’ ’ t to believe believe that on this with all all of of this it just just feels feels so chloe would would go go back go back on max max i i feel feel like deck nine didn ’ ’ t know what to do with chloe at all so they this was was the the only if this this was was all they could a new new game game with with max isn ’ ’ t what we should ’ ’ ve if they wanted to away from chloe and and the the bae bae ending ending i i ’ ’ ll now and say i i hope hope the the game i enjoyed bit of cat content we got in chapter chapter and and i i ’ ’ m forward to more of of my i ’ ’ ll have to to give double exposure we see this game game has for a story i i just deck nine doesn ’ ’ t,negative
life is strange double exposure tries to up on the first game but ends up being and unoriginal as what 's presented here is essentially just the first game 's story but with extra of that do nothing but make the game a confusing mess the game our main character max caulfield from the first game a at caledon who must solve the mystery of her new best friend 's death she discovers she has the ability to between two timelines one where safi is alive and must use it to try and solve the mystery behind her death max caulfield now has the power to between two timelines to solve her friend 's death but this of the first game 's plot lacks charm and depth characters are poorly and love interests amanda and vinh play very minimal that will hardly make any player care about them enough to romance them max 's new power as well as the of her old one also more questions than it answers further the of the powers which has already been a huge the life is strange community the final chapters chapter and chapter are a confusing mess leaving many plot points and in an ending that nothing i you not i ca n't tell you what chapter is even about because it 's so and confusing i genuinely asked out during my playthrough `` '' what the ♥♥♥♥ is going on '' overall double exposure is a disappointing sequel that leaves players more confused than ending with a to black yet another sequel oh yeah did i forget to mention the cherry on top of this ♥♥♥♥ is a to black screen saying `` '' max caulfield will return '' '' yes another sequel how `` '' '' '' if this game is anything to go by edit i was gon na replay this game to try and see if i missed some major things as well as try and get some more achievements but i just found out that two of the achievements are locked behind the cat dlc meaning you ca n't even this game unless you pay up for extra content for that alone this game is getting an from me life is is strange strange double double exposure tries to up on on the the first first game game but what 's just the the first first game game 's 's story but with that do nothing but make the the game game a the game main character max caulfield from the the first first game game a at caledon solve the the mystery of her her new new best best friend she has has the ability to between two two timelines safi is is alive use it to try try and solve the the mystery max caulfield has the the power power to between two two timelines timelines to to solve but this of the the first first game game 's characters are love interests that will care about enough to to romance max 's 's new new power as well well as as the of her of the the powers been a a huge the life life is is strange the final are a in an ending that i ca ca n't tell you is even because it it 's 's so my playthrough `` '' what the the ♥♥♥♥ is going double exposure exposure is is a with a to black another sequel to mention mention the the cherry cherry on on top of this is a to black `` '' '' max max caulfield caulfield will will return return '' '' '' another sequel `` '' '' '' if this this game game is to go i was gon na this game game to to try try and if i as well well as try and but i i just two of of the the achievements achievements are cat dlc you ca ca n't n't even this game unless you up for for that this game game is,negative
so i just finished it and yeah it 's not great i love the first game more than i should it hit me right in my years at the perfect time the sequels i mean fine i like true colors i read the comics even read the and my top is my favorite you get it so when deck nine threw out the promise of a sequel to max caulfield 's story i felt that that i 'd go in fair wouldn ’ t it over the fact that they decided to chloe and max up not gon na lie i ’ m really mad and my fan heart is but double exposure ’ s to that would do the rest of the game a disservice i hate that i can ’ t turn off my own mind the way i can when watching it 's like the moment i let myself pick it apart the whole thing just started to the writing the pacing all over the damn place puzzles while cool in concept feel on and are never far enough also they existing after episode don ’ t play it for the puzzles but why them at all then and for a game that ’ s all about choice it felt like my choices were at best the fact that we play as max again mostly feels like a move it would n't have made a worse story if it was about someone else the are fun and i enjoyed all of them but they ’ t really for the plot i really like the the music is great and the characters have potential but ultimately they ’ re reduced to just one with no real development or growth i keep telling myself it ’ s okay that it doesn ’ t what the other games mean to me but in some way it kinda does the first one had this this weirdly coherent mess of mystery that felt even when it didn ’ t give you all the answers but here we ’ re all over the place watching some guy get from reality and everyone ’ s just fine no no mention just gone after with a mechanic that never happens before or after it 's just weird and random and max ’ s powers they ’ re plot now out only when the story needs a with no real behind them and it was short so here ’ s my review i had fun kinda in that “ turn off your ” way but god i wish i didn ’ t have the space to pick it apart beyond those two seconds of also it has a ♥♥♥♥♥♥♥ avengers ass ending so i i just just finished it and it 's 's not i love love the the first first game more than than i right in in my at the i mean i like true colors read the the comics read the and my is my my favorite you get it so deck nine of a a sequel sequel to to max max caulfield 's story story i i felt i 'd wouldn ’ ’ t over the the fact fact that that they decided to chloe and and max gon na i ’ ’ m and my double exposure ’ s that would would do rest of of the the game game a a disservice i hate hate that that i i can can ’ ’ t my own the way way i i can it 's 's like like the the moment it apart the whole whole thing the writing writing the all over over the don ’ ’ t play it it for for the the puzzles at all and for for a a game game that that ’ ’ s all about it felt felt like at best the fact fact that that we play as as max max again feels like like a it would would n't n't have have made made a if it it was fun and and i i enjoyed all of of them but they ’ t t really for the the plot i really really like like the the music music is is great and the the characters characters have they ’ ’ re to just with no no real it ’ ’ s that it doesn ’ ’ t what the the other other games to me me but but in in some the first first one mystery that even when when it didn ’ ’ t give you you all all the but here here we we ’ ’ re all over over the and everyone ’ s s just with a it 's 's just and max max ’ ’ s they ’ ’ re when the the story with no no real them and and it it was so here ’ s i had in that way but i wish wish i didn ’ ’ t t have have the it apart it has has a,negative
i 've played double exposure for less than two hours and encountered multiple bugs and glitches i 've also encountered a lot of forced and terrible dialogue i was very with true colors but double exposure me that the age of life is strange is over and that deck nine ca n't a to dont nod i 've 've played double exposure less than hours and bugs and i 've a lot lot of forced and i was was very true colors double exposure that the of life life is is strange strange is over and and that that deck deck nine ca n't dont nod,negative
the game is painfully mediocre as a fan of the first game and a fan of the series overall this game itself into a it 's like they did n't know what they were doing after the third chapter of the game and started writing some ♥♥♥♥♥♥♥♥ down and let it i love life is strange but it should n't have a sequel max not at all the way they treated the `` '' chloe '' '' ending of the first game was horrible as well as someone who picked the `` '' arcadia '' '' option looking at the chloe stuff in this game just made me it 's such a `` '' ♥♥♥♥ you '' '' to everyone who picked that option or who just wanted to see more chloe even the game was more with it with just a small would not recommend someone this game especially with the fact that its ending is more of a part style cliffhanger than an ending save your money go find something else to play you disappointed me decknine the game game is as a a fan fan of of the the first first game game and and a fan of of the the series this game into a it 's 's like like they they did did n't n't know know what what they they were after the the third of the the game game and and let i love life is is strange strange but but it it should should n't n't have a sequel at all all the the way the `` `` '' '' '' '' ending ending of of the the first first game game was as well well as someone who the `` `` '' '' '' at the the chloe chloe stuff in this this game just made made me it 's such a `` '' '' '' '' to wanted to to see even the game was with it just a would not not recommend this game with the the fact fact that ending is more of of a a part an ending your money to play,negative
it 's just a bad game sorry i was one of the who gave true colors a review i had high hopes for deck nine 's future and they well made a of trash instead of new lis game de is awful in every in some moments it 's even to continue playing i it 's gon na be better at the beginning of every episode but it kept getting worse with all my heart with all love to this franchise i hope that deck nine will never even touch life is strange again i good deck nine i said every lis de is nearly the most boring experience out there and the worst part spoilers ahead how could make such nonsense they used lis and still messed up they had had bunch of games to off for god 's sake and still messed up i 'm a lis fan since day one and now i that the next game will never release after this trash that 's how bad it is it 's 's just just a a bad sorry i i was one of of the true colors review i i had high hopes deck nine nine 's and they made a instead of lis game de is in every in some it 's to continue it 's gon na be better at the the beginning but it with all with all to this this franchise franchise i i hope hope that that deck deck nine will never life is is strange deck nine de is the most and the the worst spoilers ahead and still messed up they had and still messed up i 'm a lis and now that the the next next game game will will never after this that 's bad it it is,negative
if you are new to lis series this is still a great visual graphics issues with amazing soundtrack but if you came from lis i you do not purchase this game and save yourself some money as this is ultimately a cringe experience with are more forced and awkward compared to previous game people still act like despite being full grown this could be as to some people ps game keeps every hours and i had to cut scenes over and over again time setting can look blurry for some people takes some to get a spoiler aside from the technical issues with the game i simply can not appreciate the fact max is so out of character in de she turns into some horny flirt with vinh and amanda when i chose to them down several times what 's the point of even giving these options when max just to act horny and do n't even get me started on did not their words when they said they will both endings in lis huge disappointment of then to get this kind of i highly doubt future episodes could save this writing will there be a twist that all the loose ends and all the out of character maybe at this point best they can do is damage control but i highly doubt the game will its i will edit my review once all episodes are released final review not worth the money there are simply too many plot holes and loose ends in the game the idea of a murder mystery through a parallel timeline is super cool but it was poorly executed `` '' que '' '' just to travel back and to information becomes no character growth de had potential it failed if you you are new to to lis lis series this is is still a great issues with but if if you from lis lis i you do do not this game game and as this this is forced and compared to previous game despite being this could could be some people hours and and i i had had to over and and over for some some people to get get a aside from from the technical issues issues with with the the game game i simply can can not the fact max is is so so out out of of character character in in de flirt with vinh and and amanda when i chose to what 's 's the the point point of do n't n't even even get get me did not when they they said said they both endings in lis to get kind of i highly save this be a all the loose ends all the out of of character at this this point they can but i i highly the game game will i will episodes are not worth worth the the money there are plot holes loose ends in the the game game the idea of a murder murder mystery but it it was poorly executed `` '' '' '' just to back and no character,negative
this game is a money grab i played the og life is strange back in when there were only two episodes released and it was in of its themes and character development however double exposure does not feel the characters are and it completely the themes and the of `` '' show do n't tell '' '' nothing means anything especially the most important decision in the previous game if you are here because you loved the og game i highly recommend against playing this this game game is is a i played played the the og life is is strange there were two episodes and it it was character development double exposure does not the characters characters are and it and the `` '' do n't '' '' especially the the most in the the previous previous game game if if you you are because you loved the the og game i i highly playing this,negative
spoilers you 're telling me i spent like on this trash i want my money back this is the biggest cash grab if i 've ever seen one caufield will return are we in the now really some parts of the game were okay in chapters but even that was ruined by the mess of that made absolutely zero sense the entirely of chapter made me just confused and i felt nothing not even any big decisions like the other games all i wanted was for the game to be over so i could do something else this just felt like the biggest f you to the rest of the games in the series and i will by the fact that life is strange is the best i even liked some of the characters in this game moses vinh but did n't appreciate that even though i picked vinh amanda was still being down my and obviously over him regardless of my choices then after chapter the romance options were with no further at least in my playthrough just what was the point instead of this they should have made something original with new characters like the other games max did n't need to come back and especially like this i feel nothing after playing unlike the emotional i felt after life is strange and the hours i spent feels like an absolute waste the only nice thing i have to say is that the game looked visually nice yet even then there were so many visual bugs especially on the loading and my kept changing no matter how many times i set it do n't play this game if you 're an actual fan of life is strange and those stories d you 're me i i spent on this i want this is is the the biggest cash grab if i i 've 've ever ever seen caufield will will return in the some parts parts of of the the game game were but even even that that was by the of that that made made me and i i felt not even like the the other other games all i i wanted for the the game game to to be so i i could this just felt like like the the biggest you to to the the rest rest of of the the games in the the series series and and i i will by the the fact fact that life is is strange strange is is the the best some of of the the characters characters in in this this game did n't that even even though though i regardless of of my chapter the the romance romance options with no at least in my my playthrough what was was the the point instead of of this they should should have have made new characters like the the other other games did n't n't need need to to come come back back and like this i feel unlike the the emotional i felt life is is strange and the hours i i spent feels like the only i have have to to say is that that the the game then there there were so many on the and my no matter many times times i do n't play this this game game if if you you 're an actual fan of of life life is is strange,negative
this game was a huge letdown it feels rushed and way too short and it ’ s poorly making the experience even worse the story lacked any real emotion and there was far too much throughout the world design was limited with barely any to explore and the characters were bland without max this game would be a she ’ s the only part worth mentioning chloe ’ s presence felt and it ’ s disappointing how the game treated her and the fans who chose her ending choices didn ’ t feel at all while chapters were really enjoyable the last two chapters were a mess with odd writing and barely any gameplay left overall a major miss this game game was was a a huge it feels rushed and way too too short short and and it it ’ ’ s making the the experience even worse the story any real and there there was too much throughout the the world to explore and the the characters characters were this game game would would be be a she ’ ’ s s the the only chloe ’ ’ s and it it ’ ’ s how the the game her and and the the fans fans who who chose didn ’ ’ t at all chapters were the last last two two chapters chapters were writing and a major,negative
if there is something in between yes and no i would chose that compared to all other life is strange games this is point last two chapters are mess rushed story and bad ending also i feel there is not much actual choice also in the whole game in general romance is forced for no reason it does n't have to do anything with a story it 's just to be there to be characters have no personality and you ca n't really read them or put yourself into their are poor there are things and game is ok but nothing special would i recommend i would say wait a sale if you like the life is strange games if there there is is something no i i would compared to to all all other other life life is is strange strange games this is last two two chapters chapters are story and also i i feel there is is not in the the whole whole game game in in general no reason reason it it does does n't n't have have to to do with a a story it 's 's just just to to be to be characters have have no and you you ca ca n't n't really them or there are game is i would a sale sale if if you like the the life life is is strange strange games,negative
its so badly to the point that if u dont have the number graphics card on the dont even trying unless u want to play with graphics worse than s motion capture ps the top graphics card will only get you around too so good x so badly to the the point that if have the on the want to to play so good,negative
one of the creators of the original life is strange wrote `` '' from what i read i think we would not have written things the same way but i felt the same with the comics and before the storm and i kind of it i ’ m pretty sure when i play the full game i wo n't recognize my characters but that ’ s also with different writers '' i do n't recognize this max caufield i do n't recognize the chloe through her text messages and other things the game is good the only con is the presence of max and the disrespect towards the original characters i am not the pricefield thing it 's okay people but the or the way the writers wrote the characters is the change does n't feel it came out of growth but rather they are just not the same characters at all you can change the and it would n't matter i felt with that ending this was not a life is strange game it just the of the original game with pretty graphics and a amazing concept but it falls flat one of of the the creators of the the original original life life is is strange `` '' from what what i i think would not not have things the the same way but but i i felt felt the the same with the the comics comics and before the the storm storm and and i kind of it i i ’ ’ m when i play the the full game i wo n't n't recognize but that that ’ ’ s s also '' i i do do n't n't recognize i do do n't n't recognize the chloe text messages and other things the the game game is is good good the the only is the of max max and and the towards the the original characters i i am am not it 's but the the way way the the writers the characters does n't n't feel out of they are are just just not not the the same at all you can change the and it it would would n't n't matter i felt that ending this was was not not a a life life is is strange strange game game it it just of the the original original game game with graphics and and a but it,negative
what was that ending was there even one what was the point nothing really got resolved at all i liked chapters but after that the writing got really bad what was that ending ending was what was was the the point at all all i but after after that that the the writing really bad,negative
